file_path,file_size,file_md5,is_symlink,file_size_h,folder
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02839.JPG,1590944.0,458863bdb13a8766631b48d5a40a7bd6,False,1.52 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record/DSC02839.JPG,1590944.0,458863bdb13a8766631b48d5a40a7bd6,False,1.52 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02835.JPG,1581861.0,35e5ce3d2956a2cdca9cd7bbf2a95598,False,1.51 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record/DSC02835.JPG,1581861.0,35e5ce3d2956a2cdca9cd7bbf2a95598,False,1.51 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_220054_HDR.jpg,1575343.0,8c7fd6567f00e5196f40395bfb750328,False,1.5 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_220054_HDR (1).jpg,1575343.0,8c7fd6567f00e5196f40395bfb750328,False,1.5 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02840.JPG,1567333.0,91cad29c46fa72900c80e036b0be96e8,False,1.49 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record/DSC02840.JPG,1567333.0,91cad29c46fa72900c80e036b0be96e8,False,1.49 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_215922_HDR (1).jpg,1561577.0,f49d964c70ae039a43b4c669ee2c0dab,False,1.49 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_215922_HDR.jpg,1561577.0,f49d964c70ae039a43b4c669ee2c0dab,False,1.49 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_215937_HDR.jpg,1560010.0,a72144a79b4560af333f1890c7579c02,False,1.49 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_215937_HDR (1).jpg,1560010.0,a72144a79b4560af333f1890c7579c02,False,1.49 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_221927_HDR.jpg,1549226.0,634bb81e4c864d6e0137862dddb7f263,False,1.48 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_221927_HDR (1).jpg,1549226.0,634bb81e4c864d6e0137862dddb7f263,False,1.48 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record/DSC02844.JPG,1544828.0,580a3d0fe7b5098023da97d9626b79d3,False,1.47 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02844.JPG,1544828.0,580a3d0fe7b5098023da97d9626b79d3,False,1.47 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_215550_HDR.jpg,1542882.0,bfd7ef49986d09ce6cf092460cfc3398,False,1.47 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_215550_HDR (1).jpg,1542882.0,bfd7ef49986d09ce6cf092460cfc3398,False,1.47 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02851.JPG,1541226.0,2ad63a587ddf18b042d5717ca19b5c22,False,1.47 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record/DSC02851.JPG,1541226.0,2ad63a587ddf18b042d5717ca19b5c22,False,1.47 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record/DSC02843.JPG,1537930.0,3db441cd60501695372029243d13195f,False,1.47 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02843.JPG,1537930.0,3db441cd60501695372029243d13195f,False,1.47 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_215429_HDR.jpg,1535848.0,01ed1e260cc2df64c3ea586d5fb511ad,False,1.46 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_215429_HDR (1).jpg,1535848.0,01ed1e260cc2df64c3ea586d5fb511ad,False,1.46 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_220534_HDR.jpg,1535413.0,0e3a9e036523f22f15719a03aad615c2,False,1.46 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_220534_HDR (1).jpg,1535413.0,0e3a9e036523f22f15719a03aad615c2,False,1.46 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_220724_HDR.jpg,1535200.0,9e2ff327942b2aec07080ab850f20e4b,False,1.46 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_220724_HDR (1).jpg,1535200.0,9e2ff327942b2aec07080ab850f20e4b,False,1.46 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02833.JPG,1532539.0,4a4894a917dab23641bd003f43a7e2d7,False,1.46 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record/DSC02833.JPG,1532539.0,4a4894a917dab23641bd003f43a7e2d7,False,1.46 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record/DSC02849.JPG,1531492.0,54649c2d9233f0132d9014d2214253c1,False,1.46 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02849.JPG,1531492.0,54649c2d9233f0132d9014d2214253c1,False,1.46 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_221750_HDR.jpg,1528785.0,69e1c0d09625bcf64d678b8a57b3eaab,False,1.46 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_221750_HDR (1).jpg,1528785.0,69e1c0d09625bcf64d678b8a57b3eaab,False,1.46 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/BTP/btp/results/backs/DSC (6).JPG,1525977.0,79becebbe9f9d785d32e9b22ca7550c8,False,1.46 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/BTP/btp/results/backs
/Users/arunpatro/My Drive/IIT - KGP/Acads/BTP/btp/results/shankar-2/DSC (6).JPG,1525977.0,79becebbe9f9d785d32e9b22ca7550c8,False,1.46 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/BTP/btp/results/shankar-2
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record/DSC02858.JPG,1520457.0,b48de03aac2e2446b2ecfbe9cc5d00f5,False,1.45 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02858.JPG,1520457.0,b48de03aac2e2446b2ecfbe9cc5d00f5,False,1.45 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record/DSC02875.JPG,1499367.0,45d3f9955c4c10a016fe21059570ea9c,False,1.43 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02875.JPG,1499367.0,45d3f9955c4c10a016fe21059570ea9c,False,1.43 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02868.JPG,1497544.0,abda69445e685e11ee2448a583ef51ad,False,1.43 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record/DSC02868.JPG,1497544.0,abda69445e685e11ee2448a583ef51ad,False,1.43 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record/DSC02834.JPG,1496552.0,e67142e19137f7ac9fc394beceb7130b,False,1.43 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02834.JPG,1496552.0,e67142e19137f7ac9fc394beceb7130b,False,1.43 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02861.JPG,1495592.0,00a989d9a58de3a7e294631061418125,False,1.43 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record/DSC02861.JPG,1495592.0,00a989d9a58de3a7e294631061418125,False,1.43 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Regulators Umanand/152 (1).JPG,1495061.0,3cf490785789d6514598a378404d94fb,False,1.43 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Regulators Umanand
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Regulators Umanand/152.JPG,1495061.0,3cf490785789d6514598a378404d94fb,False,1.43 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Regulators Umanand
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02855.JPG,1493571.0,26f3dfb476b467746bdbb612b03be12c,False,1.42 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record/DSC02855.JPG,1493571.0,26f3dfb476b467746bdbb612b03be12c,False,1.42 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Regulators Umanand/175 (1).JPG,1482022.0,43c7e68de3f665e60f8b86702c0753a2,False,1.41 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Regulators Umanand
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Regulators Umanand/175.JPG,1482022.0,43c7e68de3f665e60f8b86702c0753a2,False,1.41 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Regulators Umanand
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Regulators Umanand/189 (1).JPG,1477841.0,e688125751e8adc8893ff5cdf394acd6,False,1.41 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Regulators Umanand
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Regulators Umanand/189.JPG,1477841.0,e688125751e8adc8893ff5cdf394acd6,False,1.41 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Regulators Umanand
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02831.JPG,1477235.0,531aa0e5b71f33b8b75db839ca9967f9,False,1.41 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record/DSC02831.JPG,1477235.0,531aa0e5b71f33b8b75db839ca9967f9,False,1.41 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_221726_HDR (1).jpg,1468836.0,e900b50735174503e3c3f1a76bb2e23a,False,1.4 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_221726_HDR.jpg,1468836.0,e900b50735174503e3c3f1a76bb2e23a,False,1.4 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Instru Lab Expts/expt_6_photos/ch_all_20.jpg,1465328.0,788023b435f5c85b275d5bd86d22027f,False,1.4 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Instru Lab Expts/expt_6_photos
/Users/arunpatro/My Drive/Google Photos/2017/IMG_20170914_153600748_HDR.jpg,1465328.0,788023b435f5c85b275d5bd86d22027f,False,1.4 MB,/Users/arunpatro/My Drive/Google Photos/2017
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02862.JPG,1464748.0,7356fb8d96b54fe733bf1723a6bb0951,False,1.4 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record/DSC02862.JPG,1464748.0,7356fb8d96b54fe733bf1723a6bb0951,False,1.4 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_215417_HDR.jpg,1464096.0,659856990a7005e961f98fa520f55ceb,False,1.4 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_215417_HDR (1).jpg,1464096.0,659856990a7005e961f98fa520f55ceb,False,1.4 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02866.JPG,1463475.0,2d4b75dfcd65e5a7d826074319342d4e,False,1.4 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record/DSC02866.JPG,1463475.0,2d4b75dfcd65e5a7d826074319342d4e,False,1.4 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record/DSC02836.JPG,1461386.0,97d97e33cc90b323330f7457e68f5593,False,1.39 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02836.JPG,1461386.0,97d97e33cc90b323330f7457e68f5593,False,1.39 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
/Users/arunpatro/My Drive/Google Photos/2017/IMG_20170914_152437182_HDR.jpg,1453872.0,3dadc667d6ae611c2e876ab8b3c8611f,False,1.39 MB,/Users/arunpatro/My Drive/Google Photos/2017
/Users/arunpatro/My Drive/IIT - KGP/Acads/Instru Lab Expts/expt_6_photos/ch_3_20.jpg,1453872.0,3dadc667d6ae611c2e876ab8b3c8611f,False,1.39 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Instru Lab Expts/expt_6_photos
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_220842_HDR.jpg,1453650.0,3b773e2a24eae8ab4e200c86a20d64aa,False,1.39 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_220842_HDR (1).jpg,1453650.0,3b773e2a24eae8ab4e200c86a20d64aa,False,1.39 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record/DSC02859.JPG,1453413.0,8278e80e552ff0964420d601dd3bf9e3,False,1.39 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/NED mohan_PE/lab record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02859.JPG,1453413.0,8278e80e552ff0964420d601dd3bf9e3,False,1.39 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
/Users/arunpatro/My Drive/IIT - KGP/Acads/Instru Lab Expts/expt_6_photos/ch_2_30.jpg,1449961.0,8efaacb0f231e60eeafc521b61dbc744,False,1.38 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Instru Lab Expts/expt_6_photos
/Users/arunpatro/My Drive/Google Photos/2017/IMG_20170914_152328714_HDR.jpg,1449961.0,8efaacb0f231e60eeafc521b61dbc744,False,1.38 MB,/Users/arunpatro/My Drive/Google Photos/2017
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_220621_HDR.jpg,1448911.0,72d2a3502f66289cdf628e0bd7a13cc7,False,1.38 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_220621_HDR (1).jpg,1448911.0,72d2a3502f66289cdf628e0bd7a13cc7,False,1.38 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_221053_HDR.jpg,1447427.0,614cfbba9a4d5aa47ab3b027fd3119c8,False,1.38 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_221053_HDR (1).jpg,1447427.0,614cfbba9a4d5aa47ab3b027fd3119c8,False,1.38 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Instru Lab Expts/expt_6_photos/ch_4_5.jpg,1438102.0,4e112d72cbb9375d28dc35e18e9654bb,False,1.37 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Instru Lab Expts/expt_6_photos
/Users/arunpatro/My Drive/Google Photos/2017/IMG_20170914_152604811_HDR.jpg,1438102.0,4e112d72cbb9375d28dc35e18e9654bb,False,1.37 MB,/Users/arunpatro/My Drive/Google Photos/2017
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Regulators Umanand/176 (1).JPG,1438082.0,a04ebaf8e9cbd028b8ca3905cf2ed239,False,1.37 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Regulators Umanand
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Regulators Umanand/176.JPG,1438082.0,a04ebaf8e9cbd028b8ca3905cf2ed239,False,1.37 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Regulators Umanand
/Users/arunpatro/My Drive/IIT - KGP/Acads/Instru Lab Expts/expt_6_photos/ch_all_15.jpg,1436160.0,818cc6400ddae9f6bd230d504ab5d1c6,False,1.37 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Instru Lab Expts/expt_6_photos
/Users/arunpatro/My Drive/Google Photos/2017/IMG_20170914_153555508_HDR.jpg,1436160.0,818cc6400ddae9f6bd230d504ab5d1c6,False,1.37 MB,/Users/arunpatro/My Drive/Google Photos/2017
/Users/arunpatro/My Drive/Books/nise solutions.pdf,1434320.0,9355d74ffb2415fdad098ba9006e6f76,False,1.37 MB,/Users/arunpatro/My Drive/Books
/Users/arunpatro/My Drive/Books/nise solutions (1).pdf,1434320.0,9355d74ffb2415fdad098ba9006e6f76,False,1.37 MB,/Users/arunpatro/My Drive/Books
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_221103_HDR.jpg,1433988.0,0d84a8199f2b078655760a26791f1fee,False,1.37 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_221103_HDR (1).jpg,1433988.0,0d84a8199f2b078655760a26791f1fee,False,1.37 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_215039_HDR.jpg,1428877.0,2092075a43adeaf1154818baaaeb5cd6,False,1.36 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems/IMG_20150903_215039_HDR (1).jpg,1428877.0,2092075a43adeaf1154818baaaeb5cd6,False,1.36 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power EC/Vinit Chugh Pre Midsems
/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record/DSC02847.JPG,1420480.0,0ef8607ead7e57b099612097f161ad90,False,1.35 MB,/Users/arunpatro/My Drive/IIT - KGP/Acads/Semester 5/Power Electronics Lab/Lab Record
